Sun 11:00-6:00pm ",10

7,Shopping,Station Square,https://media-cdn.tripadvisor.com/media/photo-s/01/10/32/e0/station-square.jpg,"Located on the riverfront in the center of Pittsburgh, this historic district features a variety of ethnic restaurants, boutiques and specialty stores.",1,4,"{u'lat': 40.4321183, u'lng': -80.00392509999999}","Carson and Smithfield Sts., Pittsburgh, PA 15219",40.4321183,-80.0039251,,,0

8,Museums,The Clemente Museum,https://media-cdn.tripadvisor.com/media/photo-s/08/41/22/b4/isabella-loved-it.jpg,"The Clemente Museum is dedicated to preserving the memory and legacy of ""The Great One"", Roberto Clemente. ",1,4.5,"{u'lat': 40.4625174, u'lng': -79.967897}","3339 Penn Ave, Pittsburgh, PA 15201-1337",40.4625174,-79.967897,,,0

9,Fun&Games,The Haunted Dollhouse,https://media-cdn.tripadvisor.com/media/photo-s/0d/90/94/96/come-play-with-me-the.jpg,"A bereaved daddy finds his little girl dead in her room, her dolls piled on top of her.",1.5,5,"{u'lat': 40.458788, u'lng': -79.922454}","226 Shady Ave, Pittsburgh, PA 15206-4356",40.458788,-79.922454,,,0

10,Fun&Games,The John M. and Gertrude E. Petersen Events Center,https://media-cdn.tripadvisor.com/media/photo-s/0c/e1/85/1e/court.jpg,,1,3.5,"{u'lat': 40.4436543, u'lng': -79.9622606}","3719 Terrace St, Pittsburgh, PA 15261-0001",40.4436543,-79.9622606,,,0

11,Nights,The Library Pittsburgh,https://media-cdn.tripadvisor.com/media/photo-s/06/cb/52/70/the-library-pittsburgh.jpg,,1,4.5,"{u'lat': 40.4281425, u'lng': -79.9728382}","2302 E Carson St, Pittsburgh, PA 15203-2110",40.4281425,-79.9728382,,,0

12,Museums,The Nationality Rooms,https://media-cdn.tripadvisor.com/media/photo-s/01/8a/c7/39/main-hall.jpg,,1,4.5,"{u'lat': 40.4443533, u'lng': -79.960835}","4200 Fifth Avenue, University of Pittsburgh, Pittsburgh, PA 15260",40.4443533,-79.960835,,,0

13,Tours,The Pittsburgh Tour Company,https://media-cdn.tripadvisor.com/media/photo-s/0d/1d/c9/ef/our-new-double-decker.jpg,The Pittsburgh Tour Company's Double Decker tour offers Pittsburgh's only Hop On/Hop Off Tour in historic red Double Decker Tour Buses from London. ,3,4.5,"{u'lat': 40.4281098, u'lng': -79.96590970000001}","445 S 27th St, Pittsburgh, PA 15203-2369",40.4281098,-79.9659097,,,0

14,Museums,The ScareHouse,https://media-cdn.tripadvisor.com/media/photo-s/01/d0/84/2c/the-scarehouse-presents.jpg,,1,4,"{u'lat': 40.499285, u'lng': -79.944321}","118 Locust St, Pittsburgh, PA 15223-1946",40.499285,-79.944321,,,0

15,Museums,The Society for Contemporary Craft,https://media-cdn.tripadvisor.com/media/photo-s/06/c3/01/e7/the-society-for-contemporary.jpg,,1,4.5,"{u'lat': 40.4521886, u'lng': -79.9844632}","2100 Smallman St, Pittsburgh, PA 15222-4440",40.4521886,-79.9844632,,,0

16,Shopping,The Society for Contemporary Craft,https://media-cdn.tripadvisor.com/media/photo-s/06/c3/01/e7/the-society-for-contemporary.jpg,,1,4.5,"{u'lat': 40.4521886, u'lng': -79.9844632}","2100 Smallman St, Pittsburgh, PA 15222-4440",40.4521886,-79.9844632,,,0

17,Sights,The Strip District,https://media-cdn.tripadvisor.com/media/photo-s/01/54/85/cc/old-warehouses-in-the.jpg,"Located on a narrow strip of land in a flood plain, scenic neighborhood features historic points of interest such as Senator John Heinz Regional History Center and Pennsylvania Railroad Fruit Auction Building.",1,4.5,"{u'lat': 40.4466103, u'lng': -79.9937471}","11th to 33rd Streets, Pittsburgh, PA 15222",40.4466103,-79.9937471,,,0

18,Outdoor,The Wheel Mill,https://media-cdn.tripadvisor.com/media/photo-s/04/b4/59/aa/the-wheel-mill.jpg,"The Wheel Mill is an 80,000sf indoor bicycle park that offers trails, jumps, and features for all ages and skill levels of Mountain biking and BMX.",1,5,"{u'lat': 40.4568172, u'lng': -79.9059161}","6815 Hamilton Ave, Pittsburgh, PA 15208-1714",40.4568172,-79.9059161,,,0

19,Parks,Three Rivers Heritage Trail,https://media-cdn.tripadvisor.com/media/photo-s/07/e2/5c/b0/three-rivers-heritage.jpg,,1,4.5,"{u'lat': 40.4467069, u'lng': -80.01296789999999}","North shore of Allegheny River, Pittsburgh, PA",40.4467069,-80.0129679,,,0

20,Outdoor,Three Rivers Heritage Trail,https://media-cdn.tripadvisor.com/media/photo-s/07/e2/5c/b0/three-rivers-heritage.jpg,,1.5,4.5,"{u'lat': 40.4467069, u'lng': -80.01296789999999}","North shore of Allegheny River, Pittsburgh, PA",40.4467069,-80.0129679,,,0

21,Nights,Tiki Lounge,https://media-cdn.tripadvisor.com/media/photo-s/09/48/40/47/20151010-192209-largejpg.jpg,,1.5,4.5,"{u'lat': 40.4287769, u'lng': -79.9773657}","2003 E Carson St, Pittsburgh, PA 15203-1965",40.4287769,-79.9773657,,,0

22,Museums,ToonSeum,https://media-cdn.tripadvisor.com/media/photo-s/02/66/7f/3f/toonseum-gallery.jpg,The ToonSeum is one of only three museums in the United State dedicated exclusively to the cartoon arts. ,1.5,3.5,"{u'lat': 40.44358099999999, u'lng': -79.9965209}","945 Liberty Ave, Pittsburgh, PA 15222-3729",40.443581,-79.9965209,,,0

23,Shopping,ToonSeum,https://media-cdn.tripadvisor.com/media/photo-s/02/66/7f/3f/toonseum-gallery.jpg,The ToonSeum is one of only three museums in the United State dedicated exclusively to the cartoon arts. ,1.5,3.5,"{u'lat': 40.44358099999999, u'lng': -79.9965209}","945 Liberty Ave, Pittsburgh, PA 15222-3729",40.443581,-79.9965209,,,0

24,Tours,Trundle Manor,https://media-cdn.tripadvisor.com/media/photo-s/07/76/c0/0e/moose.jpg,We have always considered ourselves an old fashioned part of roadside America. ,1,4.5,"{u'lat': 40.4227294, u'lng': -79.88049409999999}","7724 Juniata St, Pittsburgh, PA 15218-2132",40.4227294,-79.8804941,,,0

25,Sights,University of Pittsburgh,https://media-cdn.tripadvisor.com/media/photo-s/01/9d/b5/59/in-der-universitat.jpg,,1,4.5,"{u'lat': 40.4443282, u'lng': -79.9531548}","4200 5th Ave., Pittsburgh, PA",40.4443282,-79.9531548,,,0

26,Sights,USS Requin,https://media-cdn.tripadvisor.com/media/photo-s/01/7d/47/8c/uss-requin.jpg,,1,4.5,"{u'lat': 40.446011, u'lng': -80.01841399999999}","1 Allegheny Ave, Pittsburgh, PA 15212-5850",40.446011,-80.018414,,,0

27,Parks,West End - Elliot Overlook Park,https://media-cdn.tripadvisor.com/media/photo-s/05/bf/06/e7/west-end-elliot-overlook.jpg,,1,4.5,"{u'lat': 40.5400021, u'lng': -79.8911665}","599 Fairview Rd, Pittsburgh, PA 15205",40.5400021,-79.8911665,,,0

28,Museums,Western Pennsylvania Sports Museum,https://media-cdn.tripadvisor.com/media/photo-s/02/c3/eb/9e/western-pennsylvania.jpg,,1,4,"{u'lat': 40.4465797, u'lng': -79.99218929999999}","1212 Smallman St, Pittsburgh, PA 15222-4208",40.4465797,-79.9921893,,,0

29,Outdoor,Western Pennsylvania Sports Museum,https://media-cdn.tripadvisor.com/media/photo-s/02/c3/eb/9e/western-pennsylvania.jpg,,1,4,"{u'lat': 40.4465797, u'lng': -79.99218929999999}","1212 Smallman St, Pittsburgh, PA 15222-4208",40.4465797,-79.9921893,,,0

30,Food,Sinful Sweets,https://media-cdn.tripadvisor.com/media/photo-s/07/96/b4/08/sinful-sweets.jpg,"A good time visit the new Sinful Sweets -- at 901 Penn Ave., Downtown -- is after school lets out, when young people come in for treats and, oh, there are samples? Sweet!",0.5,4,"{u'lat': 40.443994, u'lng': -79.998282}","901 Penn Ave, Pittsburgh, PA 15222-3824",40.443994,-79.998282,https://www.sinfulsweetspgh.com/,"WHERE ARE SINFUL SWEETS CHOCOLATES MADE?
Our gourmet chocolates are created in our store located at 901 Penn Ave. Pittsburgh, PA 15222.

WHERE CAN I PURCHASE SINFUL SWEETS PRODUCTS?
Our chocolates can be purchased at our store in Pittsburgh, PA or through a secure connection on our website.

WHAT IS THE BEST WAY TO KEEP MY SINFUL SWEETS FRESH?
Sinful Sweets Chocolates will stay fresh at room temperature for up to 2-3 weeks, as long as they are kept away from heat and humidity. Avoid direct sunlight.

HOW DO YOU HANDLE SHIPPING?
Our chocolates are made fresh daily, however there are some circumstances that are out of our control when packages are shipped._Weather changes can cause a changes in the appearance of your candies. Sinful Sweets is not responsible for shipping issues with USPS or other package carriers.
During warm weather packages are shipped with ice packs. The number of ice packs is dependent on the size of your order and how far the package is being shipped.
Note: Please allow for 48 business hours for online orders to be processed.

AM I ABLE TO SHIP OUTSIDE OF THE UNITED STATES?
We can ship to virtually any address in the world.
Note: There are restrictions on some products, and some products cannot be shipped to international destinations.

DO YOU DELIVER?
Yes, we can deliver locally. Please call the store to discuss delivery options.

ARE SINFUL SWEETS CHOCOLATE GLUTEN FREE?
While chocolate is gluten free, we do make items that are not gluten free. Items that are not gluten free include_cupcakes, cake balls, cookies, and pretzels.

HOW CAN I SELL SINFUL SWEETS CHOCOLATE IN MY STORE?
If you are interested in selling Sinful Sweets Chocolate at your store, please contact us at (412) 235-7865 or cweck@sinfulsweetspgh.com for more information.
",2

31,Nights,Wigle Whiskey Garden and Barrel House,https://media-cdn.tripadvisor.com/media/photo-s/05/f8/58/03/getlstd-property-photo.jpg,"Open May through September Thurs-Sundays, this Whiskey Garden offers outdoor space for imbibing and tours of Wigle's barrelhouse. ",1.5,4.5,"{u'lat': 40.4591763, u'lng': -79.9933653}","1055 Spring Garden Ave, Pittsburgh, PA 15212-4298",40.4591763,-79.9933653,,,0

32,Shopping,Wild Card,https://media-cdn.tripadvisor.com/media/photo-s/05/4e/3d/4b/wild-card.jpg,We are located in the Lawrenceville neighborhood of Pittsburgh. ,1,4.5,"{u'lat': 40.4705333, u'lng': -79.960636}","4209 Butler St, Pittsburgh, PA 15201-3132",40.4705333,-79.960636,,,0

33,Fun&Games,Zone 28,https://media-cdn.tripadvisor.com/media/photo-s/0e/8b/2f/a3/photo0jpg.jpg,,1.5,4.5,"{u'lat': 40.5351722, u'lng': -79.8443433}","2525 Freeport Rd, Pittsburgh, PA 15238",40.5351722,-79.8443433,,,0

34,Nights,Blue Dust,https://media-cdn.tripadvisor.com/media/photo-s/0d/46/b0/08/fried-zucchini-to-die.jpg,,2,4,"{u'lat': 40.4079565, u'lng': -79.9116502}","601 Amity St, Pittsburgh, PA 15120-1519",40.4079565,-79.9116502,http://www.bluedustpgh.com/,"Blue Dust: Noun 1. Generic term commonly used when the iron ore is dominated by very fine, soft hematite. As hematite grains often have a steely blue-grey colour, the soft powdery ore is nicknamed ""blue dust"".
               He was working at the steel mill today and came home covered in blue dust.
2. Beer bar and gastropub located at the current entrance to the Waterfront shopping area and the former entrance to the Homestead Steel Works.
                I am going down to Blue Dust to get a falafel salad and an IPA.                                                                           
Bar Hours
Tuesday - Sunday- 11:37-1:37

Kitchen Hours
Tuesday - Thursday 11:37 - 10:00
Friday & Saturday 11:37 - Midnight
Sunday                 11:37 - 9:00

601 Amity St.
Homestead, PA 15120
412.461.6220",20

35,Museums,Soldiers and Sailors Memorial Hall and Museum,https://media-cdn.tripadvisor.com/media/photo-s/04/6f/7a/c4/soldiers-and-sailors.jpg,"Soldiers and Sailors Memorial Hall and Museum is a National Register of Historic Places landmark in Pittsburgh, Pennsylvania, United States.",2,4.5,"{u'lat': 40.445051, u'lng': -79.956439}","4141 5th Ave, Pittsburgh, PA 15213-3547",40.445051,-79.956439,http://soldiersandsailorshall.org/,"Welcome to one of Pittsburghês most well known landmarks and treasures. Soldiers & Sailors Memorial Hall & Museum_is the nationês only military memorial dedicated to honoring the men and women of all branches of service, from all generations_and conflicts. The historic building_has stood in honor of our veterans since 1910.__ Through personally donated artifacts and mementos, the museum offers a unique look into American military history by telling the stories of the individuals who served our country since the Civil War through today.__ Guests also can experience_performances in the stately_2300 seat concert auditorium_and celebrate in classic style in our elegant ballroom._ Operated and maintained by a 501(c)(3) nonprofit corporation, Soldiers & Sailors invites you to be a part of this one of a kind experience and pay tribute to our American heroes. Explore our website for events, programs,_our history_and how you can support our mission._ Make your plans today to visit Soldiers & Sailors and__Honor them with your PresenceÓ._______

The Grand Army of the Republic (GAR) conceived Soldiers & Sailors during the 1890s. It was originally built to recognize the sacrifice, valor and patriotism of the Civil War Veterans of Allegheny County, Pennsylvania. Today it honors the men and women of Pennsylvania who served the United States in its military endeavors during our countryês history.
Soldiers & Sailors is the nationês only military memorial_dedicated to honoring the men and women of all branches of service, and in all capacities (Active, Reserve, Guard).__Our mission is to preserve a lasting tribute to those men and women who unselfishly gave of themselves in serving their country during American wars.
The American wars and the efforts of the people who fought them profoundly affected the lives of countless individuals both military and civilian. It is our vision to promote the understanding and appreciation of the accomplishments and sacrifice of the service men and women and their community. We must create a greater public awareness of the significance and holdings of the memorial through public relations, community activism and educational outreach programs.
This torch, passed to us by those who came before us and created this memorial is ours to uphold. Soldiers & Sailors will remain a symbol for this great experiment in democracy.

412-621-4253

Museum Hours:_Monday _ Saturday_10:00 AM _ 4:00 PM
Open:
Memorial Day_Veteranês Day_ 10am-7pm


Admission (Effective April 2014)
Adults _ $10_Seniors (55+) _ $5_Children (5-13) _ $5
Free admission is offered to military members serving on active duty, and in the Guard and Reserve; to those veterans who have served and retired military.
Free admission is offered to families and their guests if the family has an immediate family member deployed overseas serving in our current conflicts.",10

36,Food,Grist House Brewery,https://media-cdn.tripadvisor.com/media/photo-s/08/0e/ba/dc/grist-house-brewery.jpg,"Grist House Craft Brewery is located in the heart of Millvale, PA just minutes north of downtown Pittsburgh. ",1.5,4.5,"{u'lat': 40.5085707, u'lng': -79.950741}","10 Herman St, Pittsburgh, PA 15223-1846",40.5085707,-79.950741,http://gristhouse.com/,"UST WHO THE HECK IS GRIST HOUSE CRAFT BREWERY IN MILLVALE?
Dear Lover of Craft Beer (or potential lover of craft beer),
Have you thought to yourself, _Dang, I could really enjoy some delicious, seasonal, locally made beer right now?Ó or _Iêm sick of going to the same over-hyped drinking establishments around Pittsburgh?Ó If so, read on friend.

If youêre like us, your soul often yearns for a good story about why a brewer or brewery is crafting such delicious libations _ or perhaps _ you are just looking for a good reason to give a brewery some of your hard-earned money in exchange for some delicious beer and a relaxing environment.

If either of these are the case, we welcome you to relive our story. Who knows, you might just find that Grist House Craft Brewery in Millvale, just minutes north of downtown Pittsburgh, becomes a home for you to catch up with old friends, make some new ones _ all whilst indulging in some delicious, locally brewed craft beer.

The Who of Grist House Craft Brewery
Before getting into the aspects around the _whatÓ of Grist House Craft Brewery, letês start with the who. In our story, its Kyle Mientkiewicz and Brian Eaton, childhood friends from Erie, PA, brothers-in-law (yes, Kyle approved of Brian marrying his sister), brewers extraordinaire and all-around good dudes.

2007-2012: The Home Brew Stage
Yep, you guessed it.  Our craft brewing story starts off like everyone elseês _ in our homes brewing only 5 or 10 gallons at a time.

2012:
After years of home brewing and honing their craft, Kyle and Brian got the idea that maybe€ just maybe€ people (outside their immediate family and college buddies) would enjoy drinking their beers as much as they did. As they say, the proverbial light bulbs lit up, the planets aligned and the idea of Grist House Craft Brewery was born.

Well€ not really the end of the story, itês actually just the beginning. If you know Kyle or Brian (next time you stop by the brewery, be sure to ask to meet ¥em, theyêd love to meet you) once they get onto an idea they are passionate about, theyêll make it happen come hell or high water.

2014
Armed with a passion for great, locally made craft beer and the desire to introduce as many people as possible to said beer, Kyle and Brian set forth bringing their dream to fruition.  After countless forms, hunting for property, remodeling an old slaughterhouse into a brewery, and installing equipment, they finally opened Grist House Craft Breweryês doors Memorial Day weekend 2014.

If you want the nitty-gritty details of what it takes to open a craft brewery, stop in for a pint and a member of our Grist House family (most likely Kyle or Brian) will regal you with everything you want to know. Besides, isnêt story telling always more enjoyable with a cold beer in your hand?

In the meantime, know this: everyone at Grist House Craft Brewery has a deep passion for craft beer and the people who drink it.  Our goal is to bring the great people of Pittsburgh and Western Pennsylvania quality beers brewed to our highest standards. We are proud of every beer we brew and every draught we pour.

Whether you prefer a full-body IPA, refreshing wheat, crisp Kolsh or a hearty imperial stout, we believe we grind out great beers that you (and your friends) will truly enjoy.

We look forward to you visiting our house and beer garden (or _biergartenÓ)€ weêll be sure to make you feel at home.
Cheers / Na zdrowie / Slainte,
The Grist House Family",10

37,Tours,Porter Craft Beer Tours,https://media-cdn.tripadvisor.com/media/photo-s/0d/9c/78/eb/getlstd-property-photo.jpg,Brewery tours launch from a central meeting point and visit three breweries in Greater Pittsburgh. ,3,5,"{u'lat': 40.4720642, u'lng': -79.9136731}","Pittsburgh, PA 15206",40.4720642,-79.9136731,http://porter.tours/,"Join a Pittsburgh Brewery Tour
Brewery tours launch from a central meeting point and visit three breweries in Greater Pittsburgh. Beer from each brewery is included. Tour participants can choose from a sampler flight of several beers or a pint of their preferred elixir. The tour takes about 3 hours and concludes at a local tavern where you find some food or continue your evening.
Who takes a Pittsburgh brewery tour?
Fathers and sons. Brides and bridesmaids. Pittsburgh tourists and craft beer enthusiasts. Porter brewery tours create memorable experiences for all types of beer lovers. It's a great opportunity to see (and taste!) a new side of Pittsburgh's emerging beer scene.
How long are the tours?
Most tours are about 3 hours, give or take 30 minutes for our city's infamous traffic. And sunshine. Tours tend to move a little slower when there is sun to be enjoyed on breweries' patios.
Which breweries do tours visit?
We partner with 9 local breweries to provide memorable experiences. Most public tours have a schedule on the individual tour page, but might switch it based on brewery availability, baseball games, traffic, weather and, honestly, preference. We want to make sure that each tour has a great line up.
Which types of tours are available?
Public tours are open to all beer lovers who are 21 years of age or older, which is the legal drinking age in Pennsylvania. The tour rotation changes from day to day to keep things interesting so please check the event listing for details. Most beer tours cost $59 and non-drinkers can tag along for $35. Tag-alongs must also be 21 years of age or older.
Is this a local tour company?
Heck yes! The company is owned by proud Pittsburghers. The tours are given by proud Pittsburghers. Porter Tours is also heavily invested in the community, providing cash and in-kind donations to local charities and breweries. We love this city so it should be no surprise that we invest in it.
Private events can also be arranged. Please visit this page for more info.",59

38,Sights,PPG Paints Arena,https://media-cdn.tripadvisor.com/media/photo-s/0e/7d/55/ad/ppg-paints-arena.jpg,"PPG Paints Arena is home of the Pittsburgh Penguins and hundreds of other events every year, including concerts, sporting events and_family shows.",1.5,4.5,"{u'lat': 40.4395932, u'lng': -79.9889352}","1001 5th Ave, Pittsburgh, PA 15219-6201",40.4395932,-79.9889352,http://www.ppgpaintsarena.com/,"TOUR PRICING
Adults $10.00
Children (2-12) $8.00
Senior Citizens (55+) $8.00
Groups (15 or more) $7.00
_
Children under the age of 2 are free._School groups only will receive one free adult chaperone for every 10 students
_
GROUP TICKETS
Groups of 15 or more who wish to book a tour should call the PPG Paints Arena Group Sales Department at 412-804-7837 and leave a message with the group name, size of the group, requested dates and group leader contact information. Tour dates/times are not confirmed until payment has been received. Payment must be received one week prior to tour date.__At the time of confirmation, the group leader will be provided with the number of tour guides assigned to your group. Groups who cancel once payment has been received are subject to a $50 cancellation fee per tour guide to cover associated costs. The remaining balance may be refunded or put towards a rescheduled tour date. Refunds cannot be given for group member(s) who cannot attend once payment has been received.

PARKING
Tour parking is available in the PPG Paints Arena Garage. $6.25 regular daytime parking rates apply for non-event days. Tour guests who park in PPg Paints Arena Garage beyond 5:00 PM on event days are subject to event rates. For directions, parking maps and rates please click here.__Charter and school busses should contact 412-804-7837 to arrange parking.

Other Information

Guests taking a tour of PPG Paints Arena should arrive 15 minutes prior to the scheduled start time. Please meet inside the Trib Total Media Gate.__Please note that this is a walking tour that will take approximately 1 hour and 15 minute to 1 hour and 30 minutes. Guest should wear comfortable shoes. Tours are ADA accessible. Guests who wish to reserve a complimentary wheelchair for their tour should call 412-804-7837 prior to the scheduled tour date, if possible, to make arrangements.
Guests that take a PPG Paints Arena tour receive a 10% discount at the PensGear store with their ticket stub the day of the tour. Please make sure you have your ticket with you to receive the discount.",10

39,Sights,PPG Place,https://media-cdn.tripadvisor.com/media/photo-s/01/71/bb/ed/ppg-place.jpg,"Adjacent to Market Square, the shining six-building complex is the home of both the Wintergarden and The MassMutual Pittsburgh Ice Rink at PPG Place as well as a number of Pittsburghês finest firms.",1.5,4.5,"{u'lat': 40.4405456, u'lng': -80.0043914}","Stanwix St. and 4th Ave, Pittsburgh, PA 15222",40.4405456,-80.0043914,http://www.ppgplace.com/,"Welcome to PPG Place, a resplendent complex described by architectural critics and the media as the crown jewel of Pittsburghês skyline.
PPG Place sits atop a 5.5 acre, three-city-block site in the heart of downtown Pittsburgh, Pennsylvania, adjacent to historic Market Square. The shimmering glass complex is centered on a 40-story office tower, reflecting the skies, hills, rivers, and buildings of one of Americaês most livable cities.
Groundbreaking:
January 28, 1981
Architects:
John Burgee Architects with_Philip Johnson, New York
Area of Complex:
5.5 Acres, including 1 acre plaza
Buildings:
* One _ 40 stories
* Two, Three, Four & Five _ 6 stories
* Six _ 14 stories
Rentable Space:
1.5 million square feet office; 70,000 square feet retail
Tower Height:
635 feet
Height of Tower Corner Spires:
82 feet
Number of Spires:
231
Glass:
Nearly 1 million square feet neutral silver Solarban 550 clear reflective glass units by PPG; tower glazed with 19,750 pieces of glass.
Wintergarden:
13,000 square feet, height 50 feet to skylight peaks
Tower Lobbies:
East _ 50 feet high; West _ 24 feet high
Obelisk:
44 feet high, rose granite
Designed by Philip Johnson &_John Burgee
_

",0

40,Fun&Games,Questburgh,https://media-cdn.tripadvisor.com/media/photo-s/0d/a4/d2/71/mafia-game.jpg,"Hey, Pittsburgh! We are new level of escape rooms in our loved city, It's like a movie or computer game_Ü_ only it's real!",1,5,"{u'lat': 40.4301255, u'lng': -79.9942177}","30 S 6th St, Pittsburgh, PA 15203",40.4301255,-79.9942177,http://www.questburgh.com/,"Questburgh escape room, Pittsburgh. We are one-of-a-kind adventures for companies of 2 to 7 individuals. We guarantee fascinating brain teasers and great time in general. With Questburgh, you won't be bored.

Who can participate?
Team of 2-7 individuals. All participants for Mafia must be 12 or older. For Pirates kids can play from 5 years old.

How does it work?
Choose a quest, make a reservation, come in and start!
Full instructions will be provided on site.

What will we have to do?
Think, discuss, solve puzzles. The main objective will be to get out of the room within 60 minutes.

Will we be able to do it?
Our quests are carefully calibrated to be challenging enough for our visitors to have fun but not impossibly difficult for an average adult. In any case, we are always there for you and ready to provide necessary clues.

What if our efforts and your clues won't be enough?
The door will open and we will get you out.

How much is it?
Our rates are quite affordable!
Each quest is only from $28 per participan

What happens if I show up late for the game?
Please note that our games are live games and in session with a set time schedule. Unfortunately, if you are late, we cannot extend your game time because we have to get the room ready for the next appointment._
Are tickets refundable?
No. Tickets are non-refundable upon purchase. All sales are final.

Can I come alone?
Our games are designed for at least 2 people. Please find a partner to help you with your escape.

I want to change the time of my booking.
Please email us on questburgh@gmail.com and we will try to help you. All changes must be done 2 days before the actual booking.

Can I come without reservation?
You do need to make your reservation online. However, if it's too close to your preferred time slot please call us (412) 381 1674.

How long does the game last?
That is really up to you and your wits ?. You have 60 minutes. But if you solve the puzzles fast and work as a team you just might become a new record setter.
",29

41,Museums,Randyland,https://media-cdn.tripadvisor.com/media/photo-s/05/b9/d2/1b/randyland.jpg,"Randyland is the home of artist, Randy Gilson. Located in the Mexican War Streets district of Pittsburgh's Northside, the Randyland courtyard is open most everyday between 1:00pm and 7:00pm.
                   ",1.5,4.5,"{u'lat': 40.4579292, u'lng': -80.009737}","1501 Arch St, Pittsburgh, PA 15212-4028",40.4579292,-80.009737,http://randy.land/,"Randyland is the home of artist, Randy Gilson. Located in the Mexican War Streets district of Pittsburgh's Northside, the Randyland courtyard is open most everyday between 10:00am and 5:30pm. Visitors are welcome to come and explore the public art displays in and around the property.",0

42,Fun&Games,Rivers Casino,https://media-cdn.tripadvisor.com/media/photo-s/03/13/55/d8/rivers-casino.jpg,"Whether it's the roll of the dice or the rolling into Andrew's for a new dish, you know you wanna get your hands on all of this. ",2.5,3.5,"{u'lat': 40.4474198, u'lng': -80.0223528}","777 Casino Dr, Pittsburgh, PA 15212-5840",40.4474198,-80.0223528,https://www.riverscasino.com/pittsburgh,"CASINO TABLE GAMES AT RIVERS CASINO
Rivers Casino Pittsburgh, located on the North Shore of downtown Pittsburgh, is the areaês premier gaming destination offering over 100 table games. Players can choose from a wide variety of casino table games such as player favorites like Blackjack, Craps and Roulette to some of the specialty table games like Three Card Poker, Mississippi Stud Poker and Big Six. Plus, players can try their luck at a variety of unique side bets that are available on select games such as Dragon Bonus on Mini Baccarat. _
